site_name,keyword,search_volume,competition,competition_index,cpc,market,batch_id,source,category,intent,recommended_asset,priority,priority_score
中国结,chinese knot butterfly,210,LOW,0,0.02,us-en,expansion,expansion,general,mixed,pillar page,P1,108
中国结,red chinese knots,210,LOW,10,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P1,106
中国结,chinese knot ornament,170,LOW,29,0,us-en,existing-export,existing-export,product-craft,commercial,gift / affiliate / DIY supply page,P1,106
中国结,how to tie a chinese good luck knot,50,LOW,0,0.02,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,106
中国结,how to tie chinese good luck knot,50,LOW,0,0.02,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,106
中国结,how to make a chinese lucky knot,50,LOW,0,0.04,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,106
中国结,good luck knot tutorial,40,LOW,0,0.14,us-en,core,primary,tutorial-diy,informational,step guide / visual tutorial,P1,104
中国结,how to tie a lucky knot,40,LOW,0,0.05,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,103
中国结,coin knot,90,LOW,0,0.01,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,102
中国结,how to tie a chinese button knot,40,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,102
中国结,chinese good luck knot tutorial,40,LOW,0,0,us-en,core,primary,tutorial-diy,informational,step guide / visual tutorial,P1,102
中国结,simple chinese knot tutorial,40,LOW,0,0,us-en,core,primary,tutorial-diy,informational,step guide / visual tutorial,P1,102
中国结,how to tie lucky knot,40,LOW,0,0.01,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,102
中国结,easy chinese knot tutorial,30,LOW,0,0.23,us-en,core,primary,tutorial-diy,informational,step guide / visual tutorial,P1,101
中国结,chinese knot wall hanging,140,LOW,32,0.15,us-en,types,primary,product-craft,mixed,gift / affiliate / DIY supply page,P1,100
中国结,chinese lucky knot meaning,70,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,100
中国结,chinese knot patterns,50,LOW,0,0,us-en,existing-export,existing-export,knot-types,informational,cluster page / glossary,P1,100
中国结,how to make a chinese good luck knot,30,LOW,0,0.07,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,99
中国结,how to make chinese good luck knot,30,LOW,0,0.07,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,99
中国结,chinese knot tying step by step,20,LOW,22,1.02,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,99
中国结,chinese endless knot,90,LOW,16,0.05,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,98
中国结,how to make chinese knot tassel,40,LOW,15,0.03,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,98
中国结,how to make chinese button knot,30,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,98
中国结,chinese knot instructions,30,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,98
中国结,simple chinese knots,110,LOW,12,0.05,us-en,meaning-gifts,primary,general,mixed,pillar page,P1,96
中国结,beadsmith chinese knotting cord,20,LOW,28,14.89,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,96
中国结,chinese knots and their meanings,50,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,95
中国结,buddhist endless knot meaning,50,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,95
中国结,endless knot buddhism meaning,50,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,95
中国结,chinese knotting cord bracelet tutorial,30,LOW,0,0.07,us-en,core,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,95
中国结,chinese knot macrame,90,LOW,14,0.15,us-en,existing-export,existing-export,general,mixed,pillar page,P1,94
中国结,macrame chinese knot,90,LOW,14,0.15,us-en,tutorials-diy,primary,general,mixed,pillar page,P1,94
中国结,chinese knotting cord tutorial,30,LOW,1,0,us-en,core,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,94
中国结,chinese knotting cord bracelet,90,HIGH,77,0.76,us-en,core,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,93
中国结,2 strand button knot,50,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,93
中国结,lucky knot chinese,110,MEDIUM,37,0.22,us-en,existing-export,existing-export,general,mixed,pillar page,P1,92
中国结,chinese knot earrings,90,HIGH,100,2.58,us-en,expansion,expansion,general,mixed,pillar page,P1,92
中国结,traditional chinese knots,70,LOW,4,0.03,us-en,existing-export,existing-export,general,mixed,pillar page,P1,92
中国结,where to hang chinese knot,70,LOW,0,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P1,92
中国结,types of chinese knots,70,LOW,0,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P1,92
中国结,traditional chinese knot,70,LOW,4,0.03,us-en,expansion,expansion,general,mixed,pillar page,P1,92
中国结,chinese knot making,50,LOW,2,0.47,us-en,expansion,expansion,general,mixed,pillar page,P1,92
中国结,lucky knot meaning,40,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,92
中国结,chinese knot tassel meaning,40,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,92
中国结,feng shui mystic knot,40,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,92
中国结,how to tie a chinese lucky knot,20,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,92
中国结,how to tie a good luck knot,20,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,92
中国结,chinese knot types,70,LOW,11,0.14,us-en,meaning-gifts,primary,general,mixed,pillar page,P1,91
中国结,chinese coin knot,50,LOW,9,0,us-en,existing-export,existing-export,knot-types,mixed,cluster page / glossary,P1,91
中国结,how to make a chinese knot tassel,20,LOW,11,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,89
中国结,crochet chinese knot,50,LOW,0,0,us-en,existing-export,existing-export,general,mixed,pillar page,P1,88
中国结,easy chinese knot,50,LOW,0,0,us-en,expansion,expansion,general,mixed,pillar page,P1,88
中国结,endless knot symbol meaning,30,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,88
中国结,friendship knot meaning,30,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,88
中国结,mystic knot meaning,30,LOW,3,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,87
中国结,chinese knot diy,20,LOW,2,0.16,us-en,core,primary,tutorial-diy,mixed,step guide / visual tutorial,P1,87
中国结,inline double coin knot,30,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,86
中国结,leather button knot,20,LOW,0,0.47,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,86
中国结,chinese knot embroidery,40,LOW,0,0,us-en,existing-export,existing-export,general,mixed,pillar page,P1,85
中国结,japanese good luck knot,40,LOW,0,0.01,us-en,core,primary,general,mixed,pillar page,P1,85
中国结,how to tie chinese endless knot,10,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,chinese knot tassel tutorial,10,LOW,0,0,us-en,core,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,button knots how to make,10,LOW,0,0,us-en,types,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,chinese knot buttons how to make,10,LOW,0,0,us-en,types,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,chinese knot step by step,10,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,chinese button knot instructions,10,,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,double chinese button knot instructions,10,,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,how to make a chinese knot ball,10,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,how to make a chinese knot fastening,10,,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,how to make a good luck knot,10,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,85
中国结,chinese knot bracelet meaning,20,LOW,8,0,us-en,core,primary,meaning-symbolism,commercial,meaning article / FAQ hub,P1,84
中国结,chinese knot nylon cord,90,HIGH,100,0.42,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,83
中国结,nylon chinese knotting cord,90,HIGH,100,0.42,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,83
中国结,chinese mystic knot,40,LOW,28,0,us-en,meaning-gifts,primary,knot-types,mixed,cluster page / glossary,P1,83
中国结,chinese good luck knot meaning,20,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,83
中国结,tibetan endless knot meaning,20,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,83
中国结,knot it chinese knotting cord,20,LOW,1,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,83
中国结,chinese knot symbol,20,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,83
中国结,chinese knot symbolism,20,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,83
中国结,chinese knot necklace,70,HIGH,80,0.21,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,82
中国结,how to tie a chinese knot bracelet,10,LOW,0,0,us-en,existing-export,existing-export,tutorial-diy,commercial,step guide / visual tutorial,P1,82
中国结,chinese knot bracelet instructions,10,,0,0,us-en,core,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,82
中国结,chinese knot necklace tutorial,10,LOW,0,0,us-en,core,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,82
中国结,how to make bracelets with chinese knotting cord,10,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,82
中国结,how to tie a lucky knot bracelet,10,LOW,0,0,us-en,tutorials-diy,primary,tutorial-diy,commercial,step guide / visual tutorial,P1,82
中国结,chinese knot craft,40,LOW,18,0,us-en,existing-export,existing-export,general,mixed,pillar page,P1,81
中国结,good luck knot chinese,40,LOW,18,0.03,us-en,existing-export,existing-export,general,mixed,pillar page,P1,81
中国结,chinese knot lucky charm,30,LOW,0,0,us-en,types,primary,general,mixed,pillar page,P1,81
中国结,tibetan lucky knot bracelet,20,HIGH,90,3.77,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,81
中国结,chinese double coin knot,20,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,81
中国结,double button knot,20,LOW,1,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,81
中国结,chinese knot pendant,90,HIGH,74,0,us-en,types,primary,general,mixed,pillar page,P1,79
中国结,tibetan lucky knot bracelet meaning,10,,0,0,us-en,types,primary,meaning-symbolism,commercial,meaning article / FAQ hub,P1,79
中国结,lucky knot bracelet,70,HIGH,94,0.1,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,77
中国结,korean good luck knot,40,MEDIUM,35,0,us-en,core,primary,general,mixed,pillar page,P1,77
中国结,how to make chinese knots for beaded jewellery,10,MEDIUM,49,0.44,us-en,tutorials-diy,primary,tutorial-diy,informational,step guide / visual tutorial,P1,77
中国结,chinese knot closure,50,MEDIUM,61,0.23,us-en,expansion,expansion,general,mixed,pillar page,P1,76
中国结,chinese knot symbol meaning,10,LOW,0,0,us-en,existing-export,existing-export,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,decorative chinese knot tying,10,,0,0,us-en,existing-export,existing-export,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,chinese knot friendship bracelet,10,LOW,0,0,us-en,core,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,chinese button knot meaning,10,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,chinese mystic knot meaning,10,LOW,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,endless knot karma meaning,10,,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,jade mystic knot meaning,10,,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,mystic knot pendant meaning,10,,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,mystic knot ring meaning,10,,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,mystic knot symbol meaning,10,,0,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,1.4 mm chinese knotting cord,10,,0,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,8mm chinese knotting cord,10,,0,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,what does chinese knot mean,10,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,chinese knot feng shui,10,LOW,0,0,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,76
中国结,chinese knots for bracelets,10,,0,0,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,chinese knotting cord 8mm,10,,0,0,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P1,76
中国结,paracord chinese knot,50,HIGH,84,0.1,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P1,75
中国结,chinese button knot shirt,40,HIGH,88,0.56,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,75
中国结,chinese button knot with loop,20,LOW,24,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,75
中国结,chinese knot bracelet with beads,20,MEDIUM,51,0.44,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P1,75
中国结,alex and ani endless knot meaning,10,LOW,5,0,us-en,types,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P1,75
中国结,button knot macrame,10,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,74
中国结,chinese button knot with two strings,10,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,74
中国结,kings crown button knot,10,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,74
中国结,nose button knot,10,LOW,0,0,us-en,types,primary,knot-types,mixed,cluster page / glossary,P1,74
中国结,chinese lucky knot bracelet,40,HIGH,83,0,us-en,core,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,71
中国结,tibetan buddhist handmade lucky knots bracelet,10,HIGH,100,2.67,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,71
中国结,chinese knotting cord michaels,10,LOW,21,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,71
中国结,chinese knotting cord 1mm,30,HIGH,100,0.61,us-en,existing-export,existing-export,product-craft,commercial,gift / affiliate / DIY supply page,P2,70
中国结,1 mm chinese knotting cord,30,HIGH,100,0.61,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,70
中国结,chinese friendship knot,10,LOW,0,0,us-en,existing-export,existing-export,general,mixed,pillar page,P2,70
中国结,chinese new year lucky knot,10,LOW,0,0,us-en,existing-export,existing-export,general,mixed,pillar page,P2,70
中国结,chinese knot fastening,10,LOW,0,0,us-en,types,primary,general,mixed,pillar page,P2,70
中国结,tibetan lucky knot,10,LOW,0,0,us-en,types,primary,general,mixed,pillar page,P2,70
中国结,0.5 mm chinese knotting cord,10,LOW,25,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,70
中国结,chinese knot in chinese,10,LOW,0,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P2,70
中国结,different types of chinese knots,10,LOW,0,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P2,70
中国结,friendship knot ring meaning,10,MEDIUM,55,0.66,us-en,meaning-gifts,primary,meaning-symbolism,mixed,meaning article / FAQ hub,P2,70
中国结,the chinese knot,10,LOW,0,0,us-en,meaning-gifts,primary,general,mixed,pillar page,P2,70
中国结,chinese knotting string,40,HIGH,100,0.69,us-en,existing-export,existing-export,general,mixed,pillar page,P2,69
中国结,chinese knot string,40,HIGH,100,0.69,us-en,tutorials-diy,primary,general,mixed,pillar page,P2,69
中国结,0.8 mm chinese knotting cord,20,HIGH,100,0.94,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,69
中国结,chinese knotting cord projects,10,LOW,29,0,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P2,69
中国结,1.5 mm chinese knotting cord,10,HIGH,100,1.32,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,66
中国结,chinese knotting cord amazon,10,MEDIUM,38,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,66
中国结,chinese knotting cord hobby lobby,10,MEDIUM,63,0.35,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,64
中国结,chinese knotting thread,30,HIGH,95,0.26,us-en,existing-export,existing-export,general,mixed,pillar page,P2,62
中国结,chinese knot thread,30,HIGH,95,0.26,us-en,expansion,expansion,general,mixed,pillar page,P2,62
中国结,chinese knots for beaded jewellery,10,MEDIUM,34,0,us-en,expansion,expansion,general,mixed,pillar page,P2,62
中国结,5 mm chinese knotting cord,10,HIGH,83,0.5,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,61
中国结,5mm chinese knotting cord,10,HIGH,83,0.5,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,61
中国结,chinese knot rope,10,MEDIUM,64,0.49,us-en,tutorials-diy,primary,general,mixed,pillar page,P2,61
中国结,tibetan buddhist lucky knot bracelet,10,HIGH,100,0.8,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,60
中国结,chinese knotting cord 0.4 mm,10,HIGH,92,0.62,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P2,60
中国结,chinese knot beads,10,MEDIUM,50,0.13,us-en,expansion,expansion,general,mixed,pillar page,P2,60
中国结,chinese knot frog buttons,20,HIGH,100,0.46,us-en,core,primary,general,mixed,pillar page,P2,59
中国结,chinese knot hanging ornament,10,HIGH,67,0,us-en,existing-export,existing-export,product-craft,commercial,gift / affiliate / DIY supply page,P2,59
中国结,how to tie chinese knots for beaded jewellery,10,HIGH,100,0.15,us-en,existing-export,existing-export,tutorial-diy,informational,step guide / visual tutorial,P2,59
中国结,chinese knotting cord sizes,10,HIGH,93,0.23,us-en,expansion,expansion,product-craft,commercial,gift / affiliate / DIY supply page,P3,55
中国结,chinese knot ring,20,HIGH,100,0,us-en,expansion,expansion,general,mixed,pillar page,P3,54
中国结,1.5 mm chinese knot wire,10,HIGH,100,0.57,us-en,tutorials-diy,primary,general,mixed,pillar page,P3,53
中国结,buddhist lucky knot bracelet,10,HIGH,100,0,us-en,types,primary,product-craft,commercial,gift / affiliate / DIY supply page,P3,51
中国结,chinese knotting cord 4mm,10,HIGH,100,0,us-en,tutorials-diy,primary,product-craft,commercial,gift / affiliate / DIY supply page,P3,51
中国结,chinese knot wire,10,HIGH,100,0,us-en,tutorials-diy,primary,general,mixed,pillar page,P3,47
